"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"merged_CO1_8098","","","","","","","","merged_CO1_8098"
"merged_CO1_8099","","","","","","","","merged_CO1_8099"
"merged_CO1_8100","","","","","","","","merged_CO1_8100"
"merged_CO1_8101","","","","","","","","merged_CO1_8101"
"merged_CO1_8102","","","","","","","","merged_CO1_8102"
"merged_CO1_8103","","","","","","","","merged_CO1_8103"
"merged_CO1_8104","","","","","","","","merged_CO1_8104"
"merged_CO1_8105","","","","","","","","merged_CO1_8105"
"merged_CO1_8106","","","","","","","","merged_CO1_8106"
"merged_CO1_8107","","","","","","","","merged_CO1_8107"
"merged_CO1_8108","","","","","","","","merged_CO1_8108"
"merged_CO1_8109","Eukaryota_2759","Porifera_6040","Demospongiae_6042","Suberitida_1779162","Halichondriidae_6060","Halichondria_6061","Halichondria panicea_6063","merged_CO1_8109"
"merged_CO1_8110","","","","","","","","merged_CO1_8110"
"merged_CO1_8111","","","","","","","","merged_CO1_8111"
"merged_CO1_8112","","","","","","","","merged_CO1_8112"
"merged_CO1_8113","","","","","","","","merged_CO1_8113"
"merged_CO1_8114","","","","","","","","merged_CO1_8114"
"merged_CO1_8115","","","","","","","","merged_CO1_8115"
"merged_CO1_8116","","","","","","","","merged_CO1_8116"
"merged_CO1_8117","","","","","","","","merged_CO1_8117"
"merged_CO1_8118","","","","","","","","merged_CO1_8118"
"merged_CO1_8119","","","","","","","","merged_CO1_8119"
"merged_CO1_8120","","","","","","","","merged_CO1_8120"
"merged_CO1_8121","Eukaryota_2759","Arthropoda_6656","Insecta_50557","Diptera_7147","Coelopidae_169440","Coelopa_169466","Coelopa vanduzeei_169503","merged_CO1_8121"
"merged_CO1_8122","","","","","","","","merged_CO1_8122"
"merged_CO1_8123","","","","","","","","merged_CO1_8123"
"merged_CO1_8124","","","","","","","","merged_CO1_8124"
"merged_CO1_8125","","","","","","","","merged_CO1_8125"
"merged_CO1_8126","","","","","","","","merged_CO1_8126"
"merged_CO1_8127","","","","","","","","merged_CO1_8127"
"merged_CO1_8128","","","","","","","","merged_CO1_8128"
"merged_CO1_8129","","","","","","","","merged_CO1_8129"
"merged_CO1_8130","Eukaryota_2759","Arthropoda_6656","Thecostraca_116172","Balanomorpha_2899670","Balanidae_37806","Balanus_6677","Balanus glandula_110520","merged_CO1_8130"
"merged_CO1_8131","","","","","","","","merged_CO1_8131"
"merged_CO1_8132","","","","","","","","merged_CO1_8132"
"merged_CO1_8133","","","","","","","","merged_CO1_8133"
"merged_CO1_8134","","","","","","","","merged_CO1_8134"
"merged_CO1_8135","","","","","","","","merged_CO1_8135"
"merged_CO1_8136","","","","","","","","merged_CO1_8136"
"merged_CO1_8137","","","","","","","","merged_CO1_8137"
"merged_CO1_8138","","","","","","","","merged_CO1_8138"
"merged_CO1_8139","","","","","","","","merged_CO1_8139"
"merged_CO1_8140","","","","","","","","merged_CO1_8140"
"merged_CO1_8141","","","","","","","","merged_CO1_8141"
"merged_CO1_8142","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Epialtidae_516942","Pugettia_27407","Pugettia producta_504418","merged_CO1_8142"
"merged_CO1_8143","","","","","","","","merged_CO1_8143"
"merged_CO1_8144","","","","","","","","merged_CO1_8144"
"merged_CO1_8145","","","","","","","","merged_CO1_8145"
"merged_CO1_8146","","","","","","","","merged_CO1_8146"
"merged_CO1_8147","","","","","","","","merged_CO1_8147"
"merged_CO1_8148","","","","","","","","merged_CO1_8148"
"merged_CO1_8149","","","","","","","","merged_CO1_8149"
"merged_CO1_8150","","","","","","","","merged_CO1_8150"
"merged_CO1_8151","","","","","","","","merged_CO1_8151"
"merged_CO1_8152","","","","","","","","merged_CO1_8152"
"merged_CO1_8153","","","","","","","","merged_CO1_8153"
"merged_CO1_8154","","","","","","","","merged_CO1_8154"
"merged_CO1_8155","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Tonicellidae_413412","Cyanoplax_413413","Cyanoplax dentiens_413415","merged_CO1_8155"
"merged_CO1_8156","","","","","","","","merged_CO1_8156"
"merged_CO1_8157","","","","","","","","merged_CO1_8157"
"merged_CO1_8158","","","","","","","","merged_CO1_8158"
"merged_CO1_8159","","","","","","","","merged_CO1_8159"
"merged_CO1_8160","","","","","","","","merged_CO1_8160"
"merged_CO1_8161","","","","","","","","merged_CO1_8161"
"merged_CO1_8162","","","","","","","","merged_CO1_8162"
"merged_CO1_8163","","","","","","","","merged_CO1_8163"
"merged_CO1_8164","","","","","","","","merged_CO1_8164"
"merged_CO1_8165","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Halosydna_328595","Halosydna brevisetosa_328596","merged_CO1_8165"
"merged_CO1_8166","","","","","","","","merged_CO1_8166"
"merged_CO1_8167","","","","","","","","merged_CO1_8167"
"merged_CO1_8168","","","","","","","","merged_CO1_8168"
"merged_CO1_8169","","","","","","","","merged_CO1_8169"
"merged_CO1_8170","","","","","","","","merged_CO1_8170"
"merged_CO1_8171","","","","","","","","merged_CO1_8171"
"merged_CO1_8172","","","","","","","","merged_CO1_8172"
"merged_CO1_8173","","","","","","","","merged_CO1_8173"
"merged_CO1_8174","","","","","","","","merged_CO1_8174"
"merged_CO1_8175","","","","","","","","merged_CO1_8175"
"merged_CO1_8176","","","","","","","","merged_CO1_8176"
"merged_CO1_8177","","","","","","","","merged_CO1_8177"
"merged_CO1_8178","","","","","","","","merged_CO1_8178"
"merged_CO1_8179","","","","","","","","merged_CO1_8179"
"merged_CO1_8180","","","","","","","","merged_CO1_8180"
"merged_CO1_8181","","","","","","","","merged_CO1_8181"
"merged_CO1_8182","","","","","","","","merged_CO1_8182"
"merged_CO1_8183","","","","","","","","merged_CO1_8183"
"merged_CO1_8184","","","","","","","","merged_CO1_8184"
"merged_CO1_8185","","","","","","","","merged_CO1_8185"
"merged_CO1_8186","","","","","","","","merged_CO1_8186"
"merged_CO1_8187","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Harmothoe_46594","Harmothoe imbricata_61848","merged_CO1_8187"
"merged_CO1_8188","Eukaryota_2759","Chordata_7711","Aves_8782","Pelecaniformes_9205","Phalacrocoracidae_9206","Phalacrocorax_9207","Phalacrocorax penicillatus_146612","merged_CO1_8188"
"merged_CO1_8189","","","","","","","","merged_CO1_8189"
"merged_CO1_8190","","","","","","","","merged_CO1_8190"
"merged_CO1_8191","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Dumontiaceae_31415","Cryptosiphonia_142501","Cryptosiphonia woodii_142502","merged_CO1_8191"
"merged_CO1_8192","","","","","","","","merged_CO1_8192"
"merged_CO1_8193","","","","","","","","merged_CO1_8193"
"merged_CO1_8194","","","","","","","","merged_CO1_8194"
"merged_CO1_8195","","","","","","","","merged_CO1_8195"
"merged_CO1_8196","","","","","","","","merged_CO1_8196"
"merged_CO1_8197","","","","","","","","merged_CO1_8197"
"merged_CO1_8198","","","","","","","","merged_CO1_8198"
"merged_CO1_8199","","","","","","","","merged_CO1_8199"
"merged_CO1_8200","Eukaryota_2759","Cnidaria_6073","Scyphozoa_6142","Semaeostomeae_6143","Pelagiidae_6146","Chrysaora_6147","Chrysaora fuscescens_880219","merged_CO1_8200"
"merged_CO1_8201","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Paguridae_6745","Pagurus_6746","Pagurus granosimanus_519093","merged_CO1_8201"
"merged_CO1_8202","","","","","","","","merged_CO1_8202"
"merged_CO1_8203","","","","","","","","merged_CO1_8203"
"merged_CO1_8204","","","","","","","","merged_CO1_8204"
"merged_CO1_8205","","","","","","","","merged_CO1_8205"
"merged_CO1_8206","","","","","","","","merged_CO1_8206"
"merged_CO1_8207","","","","","","","","merged_CO1_8207"
"merged_CO1_8208","","","","","","","","merged_CO1_8208"
"merged_CO1_8209","","","","","","","","merged_CO1_8209"
"merged_CO1_8210","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Epialtidae_516942","Pugettia_27407","Pugettia producta_504418","merged_CO1_8210"
"merged_CO1_8211","Eukaryota_2759","Bacillariophyta_2836","Bacillariophyceae_33849","Bacillariales_33851","Bacillariaceae_33852","Cylindrotheca_2852","Cylindrotheca closterium_2856","merged_CO1_8211"
"merged_CO1_8212","","","","","","","","merged_CO1_8212"
"merged_CO1_8213","","","","","","","","merged_CO1_8213"
"merged_CO1_8214","","","","","","","","merged_CO1_8214"
"merged_CO1_8215","","","","","","","","merged_CO1_8215"
"merged_CO1_8217","","","","","","","","merged_CO1_8217"
"merged_CO1_8218","","","","","","","","merged_CO1_8218"
"merged_CO1_8219","","","","","","","","merged_CO1_8219"
"merged_CO1_8220","","","","","","","","merged_CO1_8220"
"merged_CO1_8221","","","","","","","","merged_CO1_8221"
"merged_CO1_8222","","","","","","","","merged_CO1_8222"
"merged_CO1_8223","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Halosydna_328595","Halosydna brevisetosa_328596","merged_CO1_8223"
"merged_CO1_8224","","","","","","","","merged_CO1_8224"
"merged_CO1_8225","","","","","","","","merged_CO1_8225"
"merged_CO1_8226","","","","","","","","merged_CO1_8226"
"merged_CO1_8227","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Paguridae_6745","Pagurus_6746","Pagurus granosimanus_519093","merged_CO1_8227"
"merged_CO1_8228","","","","","","","","merged_CO1_8228"
"merged_CO1_8229","","","","","","","","merged_CO1_8229"
"merged_CO1_8230","","","","","","","","merged_CO1_8230"
"merged_CO1_8231","","","","","","","","merged_CO1_8231"
"merged_CO1_8232","","","","","","","","merged_CO1_8232"
"merged_CO1_8233","","","","","","","","merged_CO1_8233"
"merged_CO1_8234","","","","","","","","merged_CO1_8234"
"merged_CO1_8235","","","","","","","","merged_CO1_8235"
"merged_CO1_8236","","","","","","","","merged_CO1_8236"
"merged_CO1_8237","","","","","","","","merged_CO1_8237"
"merged_CO1_8238","","","","","","","","merged_CO1_8238"
"merged_CO1_8239","","","","","","","","merged_CO1_8239"
"merged_CO1_8240","","","","","","","","merged_CO1_8240"
"merged_CO1_8241","","","","","","","","merged_CO1_8241"
"merged_CO1_8242","","","","","","","","merged_CO1_8242"
"merged_CO1_8243","","","","","","","","merged_CO1_8243"
"merged_CO1_8244","","","","","","","","merged_CO1_8244"
"merged_CO1_8246","","","","","","","","merged_CO1_8246"
"merged_CO1_8247","","","","","","","","merged_CO1_8247"
"merged_CO1_8248","","","","","","","","merged_CO1_8248"
"merged_CO1_8249","","","","","","","","merged_CO1_8249"
"merged_CO1_8250","","","","","","","","merged_CO1_8250"
"merged_CO1_8251","","","","","","","","merged_CO1_8251"
"merged_CO1_8252","","","","","","","","merged_CO1_8252"
"merged_CO1_8253","","","","","","","","merged_CO1_8253"
"merged_CO1_8254","","","","","","","","merged_CO1_8254"
"merged_CO1_8255","","","","","","","","merged_CO1_8255"
"merged_CO1_8256","","","","","","","","merged_CO1_8256"
"merged_CO1_8257","","","","","","","","merged_CO1_8257"
"merged_CO1_8258","","","","","","","","merged_CO1_8258"
"merged_CO1_8259","","","","","","","","merged_CO1_8259"
"merged_CO1_8260","","","","","","","","merged_CO1_8260"
"merged_CO1_8261","","","","","","","","merged_CO1_8261"
"merged_CO1_8262","","","","","","","","merged_CO1_8262"
"merged_CO1_8263","","","","","","","","merged_CO1_8263"
"merged_CO1_8264","","","","","","","","merged_CO1_8264"
"merged_CO1_8265","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Corallina_35169","","merged_CO1_8265"
"merged_CO1_8266","","","","","","","","merged_CO1_8266"
"merged_CO1_8267","","","","","","","","merged_CO1_8267"
"merged_CO1_8268","","","","","","","","merged_CO1_8268"
"merged_CO1_8269","","","","","","","","merged_CO1_8269"
"merged_CO1_8270","","","","","","","","merged_CO1_8270"
"merged_CO1_8271","","","","","","","","merged_CO1_8271"
"merged_CO1_8272","","","","","","","","merged_CO1_8272"
"merged_CO1_8273","","","","","","","","merged_CO1_8273"
"merged_CO1_8274","","","","","","","","merged_CO1_8274"
"merged_CO1_8275","","","","","","","","merged_CO1_8275"
"merged_CO1_8276","","","","","","","","merged_CO1_8276"
"merged_CO1_8277","","","","","","","","merged_CO1_8277"
"merged_CO1_8278","","","","","","","","merged_CO1_8278"
"merged_CO1_8279","","","","","","","","merged_CO1_8279"
"merged_CO1_8280","","","","","","","","merged_CO1_8280"
"merged_CO1_8281","","","","","","","","merged_CO1_8281"
"merged_CO1_8282","","","","","","","","merged_CO1_8282"
"merged_CO1_8283","","","","","","","","merged_CO1_8283"
"merged_CO1_8284","","","","","","","","merged_CO1_8284"
"merged_CO1_8285","","","","","","","","merged_CO1_8285"
"merged_CO1_8286","Eukaryota_2759","Chlorophyta_3041","Chloropicophyceae_2302911","Chloropicales_2302912","Chloropicaceae_2302913","Chloropicon_2302914","Chloropicon sieburthii_1764286","merged_CO1_8286"
"merged_CO1_8287","","","","","","","","merged_CO1_8287"
"merged_CO1_8288","","","","","","","","merged_CO1_8288"
"merged_CO1_8289","","","","","","","","merged_CO1_8289"
"merged_CO1_8290","","","","","","","","merged_CO1_8290"
"merged_CO1_8291","","","","","","","","merged_CO1_8291"
"merged_CO1_8292","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Nudibranchia_70849","Glaucidae_216354","Hermissenda_205592","Hermissenda opalescens_1840525","merged_CO1_8292"
"merged_CO1_8293","","","","","","","","merged_CO1_8293"
"merged_CO1_8294","","","","","","","","merged_CO1_8294"
"merged_CO1_8295","","","","","","","","merged_CO1_8295"
"merged_CO1_8296","","","","","","","","merged_CO1_8296"
"merged_CO1_8297","","","","","","","","merged_CO1_8297"
"merged_CO1_8298","","","","","","","","merged_CO1_8298"
"merged_CO1_8299","","","","","","","","merged_CO1_8299"
"merged_CO1_8300","Eukaryota_2759","Bacillariophyta_2836","Coscinodiscophyceae_33836","Thalassiosirales_33847","Thalassiosiraceae_29202","Thalassiosira_35127","Thalassiosira nordenskioeldii_83372","merged_CO1_8300"
"merged_CO1_8301","","","","","","","","merged_CO1_8301"
"merged_CO1_8302","","","","","","","","merged_CO1_8302"
"merged_CO1_8303","","","","","","","","merged_CO1_8303"
"merged_CO1_8304","","","","","","","","merged_CO1_8304"
"merged_CO1_8305","","","","","","","","merged_CO1_8305"
"merged_CO1_8306","","","","","","","","merged_CO1_8306"
"merged_CO1_8307","","","","","","","","merged_CO1_8307"
"merged_CO1_8308","","","","","","","","merged_CO1_8308"
"merged_CO1_8309","Eukaryota_2759","Annelida_6340","Sipuncula_6433","Phascolosomatiformes_216210","Phascolosomatidae_41795","Phascolosoma_41796","Phascolosoma agassizii_360543","merged_CO1_8309"
"merged_CO1_8310","","","","","","","","merged_CO1_8310"
"merged_CO1_8311","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Cottidae_8092","Oligocottus_328409","Oligocottus maculosus_328410","merged_CO1_8311"
"merged_CO1_8312","","","","","","","","merged_CO1_8312"
"merged_CO1_8313","","","","","","","","merged_CO1_8313"
"merged_CO1_8314","","","","","","","","merged_CO1_8314"
"merged_CO1_8315","","","","","","","","merged_CO1_8315"
"merged_CO1_8316","","","","","","","","merged_CO1_8316"
"merged_CO1_8317","","","","","","","","merged_CO1_8317"
"merged_CO1_8318","","","","","","","","merged_CO1_8318"
"merged_CO1_8319","","","","","","","","merged_CO1_8319"
"merged_CO1_8320","","","","","","","","merged_CO1_8320"
"merged_CO1_8321","","","","","","","","merged_CO1_8321"
"merged_CO1_8322","","","","","","","","merged_CO1_8322"
"merged_CO1_8323","","","","","","","","merged_CO1_8323"
"merged_CO1_8324","","","","","","","","merged_CO1_8324"
"merged_CO1_8325","","","","","","","","merged_CO1_8325"
"merged_CO1_8326","","","","","","","","merged_CO1_8326"
"merged_CO1_8327","","","","","","","","merged_CO1_8327"
"merged_CO1_8328","","","","","","","","merged_CO1_8328"
"merged_CO1_8329","","","","","","","","merged_CO1_8329"
"merged_CO1_8330","","","","","","","","merged_CO1_8330"
"merged_CO1_8331","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Stichaeidae_30892","Cebidichthys_271502","Cebidichthys violaceus_271503","merged_CO1_8331"
"merged_CO1_8332","","","","","","","","merged_CO1_8332"
"merged_CO1_8333","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Glyceridae_39821","Glycera_6349","Glycera robusta_529267","merged_CO1_8333"
"merged_CO1_8334","","","","","","","","merged_CO1_8334"
"merged_CO1_8335","","","","","","","","merged_CO1_8335"
"merged_CO1_8336","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Osmundea_99898","Osmundea spectabilis_217287","merged_CO1_8336"
"merged_CO1_8337","","","","","","","","merged_CO1_8337"
"merged_CO1_8338","","","","","","","","merged_CO1_8338"
"merged_CO1_8339","","","","","","","","merged_CO1_8339"
"merged_CO1_8340","","","","","","","","merged_CO1_8340"
"merged_CO1_8341","","","","","","","","merged_CO1_8341"
"merged_CO1_8342","","","","","","","","merged_CO1_8342"
"merged_CO1_8343","","","","","","","","merged_CO1_8343"
"merged_CO1_8344","","","","","","","","merged_CO1_8344"
"merged_CO1_8345","","","","","","","","merged_CO1_8345"
"merged_CO1_8346","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Syllidae_122238","Proceraea_122239","Proceraea okadai_199207","merged_CO1_8346"
"merged_CO1_8347","","","","","","","","merged_CO1_8347"
"merged_CO1_8348","","","","","","","","merged_CO1_8348"
"merged_CO1_8349","","","","","","","","merged_CO1_8349"
"merged_CO1_8350","","","","","","","","merged_CO1_8350"
"merged_CO1_8351","","","","","","","","merged_CO1_8351"
"merged_CO1_8352","","","","","","","","merged_CO1_8352"
"merged_CO1_8353","","","","","","","","merged_CO1_8353"
"merged_CO1_8354","","","","","","","","merged_CO1_8354"
"merged_CO1_8355","","","","","","","","merged_CO1_8355"
"merged_CO1_8356","","","","","","","","merged_CO1_8356"
"merged_CO1_8357","","","","","","","","merged_CO1_8357"
"merged_CO1_8358","","","","","","","","merged_CO1_8358"
"merged_CO1_8359","","","","","","","","merged_CO1_8359"
"merged_CO1_8360","","","","","","","","merged_CO1_8360"
"merged_CO1_8361","","","","","","","","merged_CO1_8361"
