sum.taxonomy	CO1_2.A1.1036.a.S93.L001	CO1_2.A10.1060.a.S165.L001	CO1_2.A11.1060.b.S170.L001	CO1_2.A12.1060.c.S176.L001	CO1_2.A2.1036.b.S101.L001	CO1_2.A3.1036.c.S109.L001	CO1_2.A4.1044.a.S117.L001	CO1_2.A5.1044.b.S125.L001	CO1_2.A6.1044.c.S133.L001	CO1_2.A7.1052.a.S141.L001	CO1_2.A8.1052.b.S149.L001	CO1_2.A9.1052.c.S157.L001	CO1_2.B1.1037.a.S94.L001	CO1_2.B10.1061.a.S166.L001	CO1_2.B11.1061.b.S171.L001	CO1_2.B12.1061.c.S177.L001	CO1_2.B2.1037.b.S102.L001	CO1_2.B3.1037.c.S110.L001	CO1_2.B4.1045.a.S118.L001	CO1_2.B5.1045.b.S126.L001	CO1_2.B6.1045.c.S134.L001	CO1_2.B7.1053.a.S142.L001	CO1_2.B8.1053.b.S150.L001	CO1_2.B9.1053.c.S158.L001	CO1_2.C1.1038.a.S95.L001	CO1_2.C10.1062.a.S167.L001	CO1_2.C11.1062.b.S172.L001	CO1_2.C12.1062.c.S178.L001	CO1_2.C2.1038.b.S103.L001	CO1_2.C3.1038.c.S111.L001	CO1_2.C4.1046.a.S119.L001	CO1_2.C5.1046.b.S127.L001	CO1_2.C6.1046.c.S135.L001	CO1_2.C7.1054.a.S143.L001	CO1_2.C8.1054.b.S151.L001	CO1_2.C9.1054.c.S159.L001	CO1_2.D1.1039.a.FB.S96.L001	CO1_2.D10.1063.a.S168.L001	CO1_2.D11.1063.b.S173.L001	CO1_2.D12.1063.c.S179.L001	CO1_2.D2.1039.b.FB.S104.L001	CO1_2.D3.1039.c.FB.S112.L001	CO1_2.D4.1047.a.S120.L001	CO1_2.D5.1047.b.S128.L001	CO1_2.D6.1047.c.S136.L001	CO1_2.D7.1055.a.S144.L001	CO1_2.D8.1055.b.S152.L001	CO1_2.D9.1055.c.S160.L001	CO1_2.E1.1040.a.S97.L001	CO1_2.E10.1064.a.EB.S169.L001	CO1_2.E11.1064.b.EB.S174.L001	CO1_2.E12.1064.c.EB.S180.L001	CO1_2.E2.1040.b.S105.L001	CO1_2.E3.1040.c.S113.L001	CO1_2.E4.1048.a.EB.S121.L001	CO1_2.E5.1048.b.EB.S129.L001	CO1_2.E6.1048.c.EB.S137.L001	CO1_2.E7.1056.a.S145.L001	CO1_2.E8.1056.b.S153.L001	CO1_2.E9.1056.c.S161.L001	CO1_2.F1.1041.a.S98.L001	CO1_2.F2.1041.b.S106.L001	CO1_2.F3.1041.c.S114.L001	CO1_2.F4.1049.a.S122.L001	CO1_2.F5.1049.b.S130.L001	CO1_2.F6.1049.c.S138.L001	CO1_2.F7.1057.a.S146.L001	CO1_2.F8.1057.b.S154.L001	CO1_2.F9.1057.c.S162.L001	CO1_2.G1.1042.a.S99.L001	CO1_2.G2.1042.b.S107.L001	CO1_2.G3.1042.c.S115.L001	CO1_2.G4.1050.a.S123.L001	CO1_2.G5.1050.b.S131.L001	CO1_2.G6.1050.c.S139.L001	CO1_2.G7.1058.a.S147.L001	CO1_2.G8.1058.b.S155.L001	CO1_2.G9.1058.c.S163.L001	CO1_2.H1.1043.a.S100.L001	CO1_2.H11.1071.2.S175.L001	CO1_2.H12.NTC.2.S181.L001	CO1_2.H2.1043.b.S108.L001	CO1_2.H3.1043.c.S116.L001	CO1_2.H4.1051.a.S124.L001	CO1_2.H5.1051.b.S132.L001	CO1_2.H6.1051.c.S140.L001	CO1_2.H7.1059.a.S148.L001	CO1_2.H8.1059.b.S156.L001	CO1_2.H9.1059.c.S164.L001	CO1_A1.1006.a.S1.L001	CO1_A10.1030.a.S73.L001	CO1_A11.1030.b.S79.L001	CO1_A12.1030.c.S86.L001	CO1_A2.1006.b.S9.L001	CO1_A3.1006.c.S17.L001	CO1_A4.1014.a.FB.S25.L001	CO1_A5.1014.b.FB.S33.L001	CO1_A6.1014.c.FB.S41.L001	CO1_A7.1022.a.S49.L001	CO1_A8.1022.b.S57.L001	CO1_A9.1022.c.S65.L001	CO1_B1.1007.a.S2.L001	CO1_B10.1031.a.S74.L001	CO1_B11.1031.b.S80.L001	CO1_B12.1031.c.S87.L001	CO1_B2.1007.b.S10.L001	CO1_B3.1007.c.S18.L001	CO1_B4.1015.a.S26.L001	CO1_B5.1015.b.S34.L001	CO1_B6.1015.c.S42.L001	CO1_B7.1023.a.S50.L001	CO1_B8.1023.b.S58.L001	CO1_B9.1023.c.S66.L001	CO1_C1.1008.a.S3.L001	CO1_C10.1032.a.EB.S75.L001	CO1_C11.1032.b.EB.S81.L001	CO1_C12.1032.c.EB.S88.L001	CO1_C2.1008.b.S11.L001	CO1_C3.1008.c.S19.L001	CO1_C4.1016.a.EB.S27.L001	CO1_C5.1016.b.EB.S35.L001	CO1_C6.1016.c.EB.S43.L001	CO1_C7.1024.a.S51.L001	CO1_C8.1024.b.S59.L001	CO1_C9.1024.c.S67.L001	CO1_D1.1009.a.S4.L001	CO1_D10.1033.a.S76.L001	CO1_D11.1033.b.S82.L001	CO1_D12.1033.c.S89.L001	CO1_D2.1009.b.S12.L001	CO1_D3.1009.c.S20.L001	CO1_D4.1017.a.S28.L001	CO1_D5.1017.b.S36.L001	CO1_D6.1017.c.S44.L001	CO1_D7.1025.a.S52.L001	CO1_D8.1025.b.S60.L001	CO1_D9.1025.c.S68.L001	CO1_E1.1010.a.S5.L001	CO1_E10.1034.a.S77.L001	CO1_E11.1034.b.S83.L001	CO1_E12.1034.c.S90.L001	CO1_E2.1010.b.S13.L001	CO1_E3.1010.c.S21.L001	CO1_E4.1018.a.S29.L001	CO1_E5.1018.b.S37.L001	CO1_E6.1018.c.S45.L001	CO1_E7.1026.a.S53.L001	CO1_E8.1026.b.S61.L001	CO1_E9.1026.c.S69.L001	CO1_F1.1011.a.S6.L001	CO1_F10.1035.a.S78.L001	CO1_F11.1035.b.S84.L001	CO1_F12.1035.c.S91.L001	CO1_F2.1011.b.S14.L001	CO1_F3.1011.c.S22.L001	CO1_F4.1019.a.S30.L001	CO1_F5.1019.b.S38.L001	CO1_F6.1019.c.S46.L001	CO1_F7.1027.a.S54.L001	CO1_F8.1027.b.S62.L001	CO1_F9.1027.c.S70.L001	CO1_G1.1012.a.S7.L001	CO1_G2.1012.b.S15.L001	CO1_G3.1012.c.S23.L001	CO1_G4.1020.a.S31.L001	CO1_G5.1020.b.S39.L001	CO1_G6.1020.c.S47.L001	CO1_G7.1028.a.S55.L001	CO1_G8.1028.b.S63.L001	CO1_G9.1028.c.S71.L001	CO1_H1.1013.a.S8.L001	CO1_H11.1071.1.S85.L001	CO1_H2.1013.b.S16.L001	CO1_H3.1013.c.S24.L001	CO1_H4.1021.a.S32.L001	CO1_H5.1021.b.S40.L001	CO1_H6.1021.c.S48.L001	CO1_H7.1029.a.S56.L001	CO1_H8.1029.b.S64.L001	CO1_H9.1029.c.S72.L001	CO1_H12.NTC.1.S92.L001
Eukaryota_2759;Echinodermata_7586;Holothuroidea_7705;Dendrochirotida_7707;Psolidae_36322;Lissothuria_1902862;Lissothuria nutriens_1902863	0	0	7	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	7	0	12	6	34	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	36	28	8	29	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	79	22	18	13	14	6	6	8	6	8	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	14	11	0	0	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	23	0	0	0	0	0	0	0	0
Eukaryota_2759;Echinodermata_7586;Ophiuroidea_7618;Amphilepidida_2783457;Ophiactidae_41169;Ophiopholis_35051;Ophiopholis kennerlyi_869194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Echinodermata_7586;Ophiuroidea_7618;Amphilepidida_2783457;Ophiocomidae_7621;Ophiopteris_1077061;Ophiopteris papillosa_1077063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Haptophyta_2830;class_Isochrysidales_73020;Isochrysidales_73020;Noelaerhabdaceae_418966;Emiliania_2902;Emiliania huxleyi_2903	0	0	0	0	0	49	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	31	4	0	0	0	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	13	0	0	0	0	0	9	0	0	33	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Haptophyta_2830;class_Isochrysidales_73020;Isochrysidales_73020;Noelaerhabdaceae_418966;NA;	53	33	45	37	69	0	119	41	101	91	91	89	60	20	12	23	63	64	0	8	0	13	25	45	74	36	37	77	41	61	35	40	31	33	31	34	0	0	82	26	0	0	19	20	22	29	24	22	43	0	0	0	41	37	0	0	0	73	48	28	90	76	61	48	29	36	42	35	21	24	24	40	10	0	0	0	0	21	0	0	0	0	0	29	0	14	0	21	14	42	28	28	63	37	25	0	0	0	37	22	26	21	26	50	34	0	18	18	0	53	47	46	44	65	0	0	0	30	34	0	0	0	36	23	44	32	21	17	31	18	15	35	36	219	47	52	32	65	49	48	56	25	43	27	25	23	17	21	30	60	25	55	31	101	85	6	7	0	0	47	72	35	49	43	9	20	0	60	26	37	53	0	24	32	16	20	35	9	0	10	0
Eukaryota_2759;Haptophyta_2830;class_Phaeocystales_418919;Phaeocystales_418919;Phaeocystaceae_418920;Phaeocystis_33656;	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	12	0	0	0	0	0	0	0	0
Eukaryota_2759;Haptophyta_2830;class_Phaeocystales_418919;Phaeocystales_418919;Phaeocystaceae_418920;Phaeocystis_33656;Phaeocystis globosa_33658	4	7	0	22	0	10	18	45	55	40	24	61	0	0	0	9	0	7	0	0	0	0	0	0	82	30	35	75	83	59	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	21	18	11	60	0	0	0	43	12	0	0	0	16	2	0	107	109	64	12	13	5	57	76	38	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	16	0	4	6	0	19	26	10	0	0	0	0	0	8	21	0	0	0	0	4	0	4	0	24	13	31	22	21	11	0	0	0	0	0	0	0	0	7	9	15	0	0	3	0	0	0	0	0	35	51	50	68	7	33	27	33	0	0	4	15	6	0	0	0	87	14	23	0	79	61	0	0	0	15	26	31	60	46	52	0	3	0	61	26	35	56	0	49	19	21	3	6	0	2	38	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Galeommatida_2783446;Lasaeidae_41671;Kellia_32588;Kellia suborbicularis_1421129	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Mytilida_6546;Mytilidae_6547;Adula_857294;Adula californiensis_857297	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Mytilida_6546;Mytilidae_6547;Mytilus_6548;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Mytilida_6546;Mytilidae_6547;Mytilus_6548;Mytilus edulis_6550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Pectinida_106218;Pectinidae_6566;Mizuhopecten_186466;Mizuhopecten yessoensis_6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Venerida_6580;Veneridae_6592;Mercenaria_6595;Mercenaria mercenaria_6596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Bivalvia_6544;Venerida_6580;Veneridae_6592;Nutricola_220385;Nutricola tantilla_282298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Cephalopoda_6605;Myopsida_551347;Loliginidae_6615;Doryteuthis_1051063;Doryteuthis opalescens_1051066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592	1705	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	1546	1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	162	165	0	0	0	337	384	249	183	154	132	0	0	0	0	0	0	0	0	0	0	0	1135	1246	1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1826	0	0	0	1578	1823	0	0	0	45	0	43	0	0	0	0	0	0	0	0	0	2203	2455	2206	0	0	0	0	0	0	0	0	0	0	0	0	112	75	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Calyptraeidae_52627;Crepidula_52628;Crepidula adunca_52629	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	16	9	0	0	35	0	0	0	45	0	0	0	0	14	0	0	0	0	0	0	0	21	23	27	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Calyptraeidae_52627;Crepidula_52628;Crepidula norrisiarum_219077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Calyptraeidae_52627;Crepidula_52628;Crepidula perforans_219078	0	0	4	16	0	0	29	9	29	31	0	9	0	0	5	9	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	0	12	0	0	0	0	8	0	7	0	0	0	0	6	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	62	31	24	3	16	17	26	36	23	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	16	4	0	5	0	0	0	6	0	0	0	0	0	0	22	0	4	18	0	0	0	0	12	0	18	13	0	14	0	9	0	0	0	19	9	0	0	0	0	0	0	0	10	0	0	0	7	3	3	84	20	31	26	0	0	0	0	0	10	0	0	26	0	2	0	11	13	11	5	25	0	0	0	0	0	0	0	68	33	43	0	0	0	14	22	17	0	0	5	1	0	4	17	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Lacunidae_196938;Lacuna_196939;Lacuna variegata_2172699	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Littorinidae_31212;Littorina_31213;Littorina plena_31219	51	0	0	0	78	54	52	60	115	0	0	0	0	0	0	0	11	27	0	0	0	19	28	12	0	0	0	0	0	0	17	20	15	37	39	32	0	0	0	0	0	0	1	19	1	0	0	0	0	0	0	0	0	0	0	0	0	36	15	31	0	0	0	0	4	0	0	0	0	7	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	15	18	24	9	0	0	0	0	4	0	0	0	14	21	39	0	0	0	0	0	30	31	79	0	0	0	0	0	0	0	0	0	16	11	17	12	0	0	0	11	0	0	0	21	0	0	0	0	0	9	0	0	0	0	0	0	2	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	472	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Neogastropoda_6479;Columbellidae_74056;Alia_1421180;Alia carinata_1421181	14	22	13	26	3	2	0	0	0	0	0	8	24	0	0	10	6	5	0	0	2	22	19	29	0	0	0	0	0	0	8	8	0	31	16	18	0	11	13	8	0	0	17	20	28	0	0	8	0	0	0	0	0	0	0	0	0	21	0	9	20	13	15	14	13	22	14	13	0	13	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0	0	7	12	24	16	11	14	0	0	6	18	0	0	8	33	0	0	0	11	24	0	0	0	0	0	0	19	12	6	20	17	12	14	24	80	0	0	0	14	15	0	0	11	10	0	12	5	9	26	13	0	0	11	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Neogastropoda_6479;Columbellidae_74056;Amphissa_1421182;Amphissa reticulata_1421184	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Neogastropoda_6479;Muricidae_39476;Ceratostoma_693205;Ceratostoma foliatum_1421108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Neogastropoda_6479;Muricidae_39476;Nucella_51626;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
