sum.taxonomy	CO1_2.A1.1036.a.S93.L001	CO1_2.A10.1060.a.S165.L001	CO1_2.A11.1060.b.S170.L001	CO1_2.A12.1060.c.S176.L001	CO1_2.A2.1036.b.S101.L001	CO1_2.A3.1036.c.S109.L001	CO1_2.A4.1044.a.S117.L001	CO1_2.A5.1044.b.S125.L001	CO1_2.A6.1044.c.S133.L001	CO1_2.A7.1052.a.S141.L001	CO1_2.A8.1052.b.S149.L001	CO1_2.A9.1052.c.S157.L001	CO1_2.B1.1037.a.S94.L001	CO1_2.B10.1061.a.S166.L001	CO1_2.B11.1061.b.S171.L001	CO1_2.B12.1061.c.S177.L001	CO1_2.B2.1037.b.S102.L001	CO1_2.B3.1037.c.S110.L001	CO1_2.B4.1045.a.S118.L001	CO1_2.B5.1045.b.S126.L001	CO1_2.B6.1045.c.S134.L001	CO1_2.B7.1053.a.S142.L001	CO1_2.B8.1053.b.S150.L001	CO1_2.B9.1053.c.S158.L001	CO1_2.C1.1038.a.S95.L001	CO1_2.C10.1062.a.S167.L001	CO1_2.C11.1062.b.S172.L001	CO1_2.C12.1062.c.S178.L001	CO1_2.C2.1038.b.S103.L001	CO1_2.C3.1038.c.S111.L001	CO1_2.C4.1046.a.S119.L001	CO1_2.C5.1046.b.S127.L001	CO1_2.C6.1046.c.S135.L001	CO1_2.C7.1054.a.S143.L001	CO1_2.C8.1054.b.S151.L001	CO1_2.C9.1054.c.S159.L001	CO1_2.D1.1039.a.FB.S96.L001	CO1_2.D10.1063.a.S168.L001	CO1_2.D11.1063.b.S173.L001	CO1_2.D12.1063.c.S179.L001	CO1_2.D2.1039.b.FB.S104.L001	CO1_2.D3.1039.c.FB.S112.L001	CO1_2.D4.1047.a.S120.L001	CO1_2.D5.1047.b.S128.L001	CO1_2.D6.1047.c.S136.L001	CO1_2.D7.1055.a.S144.L001	CO1_2.D8.1055.b.S152.L001	CO1_2.D9.1055.c.S160.L001	CO1_2.E1.1040.a.S97.L001	CO1_2.E10.1064.a.EB.S169.L001	CO1_2.E11.1064.b.EB.S174.L001	CO1_2.E12.1064.c.EB.S180.L001	CO1_2.E2.1040.b.S105.L001	CO1_2.E3.1040.c.S113.L001	CO1_2.E4.1048.a.EB.S121.L001	CO1_2.E5.1048.b.EB.S129.L001	CO1_2.E6.1048.c.EB.S137.L001	CO1_2.E7.1056.a.S145.L001	CO1_2.E8.1056.b.S153.L001	CO1_2.E9.1056.c.S161.L001	CO1_2.F1.1041.a.S98.L001	CO1_2.F2.1041.b.S106.L001	CO1_2.F3.1041.c.S114.L001	CO1_2.F4.1049.a.S122.L001	CO1_2.F5.1049.b.S130.L001	CO1_2.F6.1049.c.S138.L001	CO1_2.F7.1057.a.S146.L001	CO1_2.F8.1057.b.S154.L001	CO1_2.F9.1057.c.S162.L001	CO1_2.G1.1042.a.S99.L001	CO1_2.G2.1042.b.S107.L001	CO1_2.G3.1042.c.S115.L001	CO1_2.G4.1050.a.S123.L001	CO1_2.G5.1050.b.S131.L001	CO1_2.G6.1050.c.S139.L001	CO1_2.G7.1058.a.S147.L001	CO1_2.G8.1058.b.S155.L001	CO1_2.G9.1058.c.S163.L001	CO1_2.H1.1043.a.S100.L001	CO1_2.H11.1071.2.S175.L001	CO1_2.H12.NTC.2.S181.L001	CO1_2.H2.1043.b.S108.L001	CO1_2.H3.1043.c.S116.L001	CO1_2.H4.1051.a.S124.L001	CO1_2.H5.1051.b.S132.L001	CO1_2.H6.1051.c.S140.L001	CO1_2.H7.1059.a.S148.L001	CO1_2.H8.1059.b.S156.L001	CO1_2.H9.1059.c.S164.L001	CO1_A1.1006.a.S1.L001	CO1_A10.1030.a.S73.L001	CO1_A11.1030.b.S79.L001	CO1_A12.1030.c.S86.L001	CO1_A2.1006.b.S9.L001	CO1_A3.1006.c.S17.L001	CO1_A4.1014.a.FB.S25.L001	CO1_A5.1014.b.FB.S33.L001	CO1_A6.1014.c.FB.S41.L001	CO1_A7.1022.a.S49.L001	CO1_A8.1022.b.S57.L001	CO1_A9.1022.c.S65.L001	CO1_B1.1007.a.S2.L001	CO1_B10.1031.a.S74.L001	CO1_B11.1031.b.S80.L001	CO1_B12.1031.c.S87.L001	CO1_B2.1007.b.S10.L001	CO1_B3.1007.c.S18.L001	CO1_B4.1015.a.S26.L001	CO1_B5.1015.b.S34.L001	CO1_B6.1015.c.S42.L001	CO1_B7.1023.a.S50.L001	CO1_B8.1023.b.S58.L001	CO1_B9.1023.c.S66.L001	CO1_C1.1008.a.S3.L001	CO1_C10.1032.a.EB.S75.L001	CO1_C11.1032.b.EB.S81.L001	CO1_C12.1032.c.EB.S88.L001	CO1_C2.1008.b.S11.L001	CO1_C3.1008.c.S19.L001	CO1_C4.1016.a.EB.S27.L001	CO1_C5.1016.b.EB.S35.L001	CO1_C6.1016.c.EB.S43.L001	CO1_C7.1024.a.S51.L001	CO1_C8.1024.b.S59.L001	CO1_C9.1024.c.S67.L001	CO1_D1.1009.a.S4.L001	CO1_D10.1033.a.S76.L001	CO1_D11.1033.b.S82.L001	CO1_D12.1033.c.S89.L001	CO1_D2.1009.b.S12.L001	CO1_D3.1009.c.S20.L001	CO1_D4.1017.a.S28.L001	CO1_D5.1017.b.S36.L001	CO1_D6.1017.c.S44.L001	CO1_D7.1025.a.S52.L001	CO1_D8.1025.b.S60.L001	CO1_D9.1025.c.S68.L001	CO1_E1.1010.a.S5.L001	CO1_E10.1034.a.S77.L001	CO1_E11.1034.b.S83.L001	CO1_E12.1034.c.S90.L001	CO1_E2.1010.b.S13.L001	CO1_E3.1010.c.S21.L001	CO1_E4.1018.a.S29.L001	CO1_E5.1018.b.S37.L001	CO1_E6.1018.c.S45.L001	CO1_E7.1026.a.S53.L001	CO1_E8.1026.b.S61.L001	CO1_E9.1026.c.S69.L001	CO1_F1.1011.a.S6.L001	CO1_F10.1035.a.S78.L001	CO1_F11.1035.b.S84.L001	CO1_F12.1035.c.S91.L001	CO1_F2.1011.b.S14.L001	CO1_F3.1011.c.S22.L001	CO1_F4.1019.a.S30.L001	CO1_F5.1019.b.S38.L001	CO1_F6.1019.c.S46.L001	CO1_F7.1027.a.S54.L001	CO1_F8.1027.b.S62.L001	CO1_F9.1027.c.S70.L001	CO1_G1.1012.a.S7.L001	CO1_G2.1012.b.S15.L001	CO1_G3.1012.c.S23.L001	CO1_G4.1020.a.S31.L001	CO1_G5.1020.b.S39.L001	CO1_G6.1020.c.S47.L001	CO1_G7.1028.a.S55.L001	CO1_G8.1028.b.S63.L001	CO1_G9.1028.c.S71.L001	CO1_H1.1013.a.S8.L001	CO1_H11.1071.1.S85.L001	CO1_H2.1013.b.S16.L001	CO1_H3.1013.c.S24.L001	CO1_H4.1021.a.S32.L001	CO1_H5.1021.b.S40.L001	CO1_H6.1021.c.S48.L001	CO1_H7.1029.a.S56.L001	CO1_H8.1029.b.S64.L001	CO1_H9.1029.c.S72.L001	CO1_H12.NTC.1.S92.L001
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Chondracanthus_29218;Chondracanthus canaliculatus_35175	68	46	100	78	62	59	61	49	61	105	97	176	43	54	41	39	47	39	12	9	11	56	53	62	52	174	149	261	58	79	29	39	30	47	49	39	0	243	293	229	0	0	29	51	40	65	54	60	62	0	0	0	60	74	2	0	0	43	36	49	566	378	366	79	60	62	76	112	77	75	65	52	16	10	10	10	0	0	19	0	0	23	28	63	51	61	6	13	11	32	22	18	13	14	11	0	0	0	67	66	54	178	24	30	24	180	170	10	35	73	50	46	32	238	0	0	0	152	177	0	0	0	31	8	25	46	130	146	159	48	74	209	234	1164	565	560	661	87	61	42	48	106	127	38	50	65	33	53	44	117	35	61	41	80	64	0	14	14	53	44	55	454	403	386	7	14	17	83	46	74	65	0	70	52	38	44	27	51	48	150	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Chondracanthus_29218;Chondracanthus exasperatus_95348	0	0	11	1	0	0	0	0	0	13	12	17	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	31	35	23	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella dewreedei_1405418	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella flaccida_29230	71	90	127	97	108	126	89	46	65	154	139	214	76	54	53	74	33	38	43	70	60	184	177	149	125	163	159	238	152	102	51	69	72	32	56	87	0	257	311	245	0	0	110	142	130	63	66	54	90	0	0	0	114	114	0	0	0	89	122	110	377	250	236	102	62	90	60	78	54	69	45	67	60	46	38	0	15	14	80	0	0	81	98	31	22	54	41	46	28	114	16	29	25	75	40	0	0	0	131	94	75	426	94	64	54	499	406	0	96	116	78	59	83	555	0	0	0	367	448	0	0	0	26	14	24	178	399	396	532	156	145	204	252	1281	102	115	123	110	49	24	44	133	135	55	73	78	44	69	56	59	47	44	30	59	72	124	166	127	117	44	83	181	195	139	103	145	105	48	49	69	57	0	57	38	84	104	89	36	26	66	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella minima_1452558	0	212	267	296	0	0	0	0	0	22	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	21	25	0	0	0	0	0	0	0	0	0	0	0	0	28	28	27	98	81	87	44	57	40	0	0	0	0	0	0	42	42	25	0	0	0	0	0	60	46	85	0	0	0	26	0	0	0	15	0	0	0	0	24	31	21	26	0	0	0	0	20	52	139	242	0	0	0	53	0	0	0	34	31	0	0	0	0	0	0	0	0	0	0	0	0	13	0	62	0	22	0	21	13	0	34	0	18	48	63	49	0	0	0	0	73	66	55	0	0	0	0	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	66	61	34	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella oregona_168817	0	41	28	31	48	0	25	19	10	31	10	28	0	11	0	16	7	0	7	0	18	15	22	27	23	20	10	21	23	1	11	0	0	0	15	18	0	42	31	53	0	0	0	19	24	23	0	0	14	0	0	0	0	12	0	0	0	6	0	0	37	41	27	27	26	27	16	17	14	28	15	32	0	0	7	0	0	0	0	0	0	13	11	8	1	12	14	0	0	19	0	6	0	0	0	0	0	0	17	31	21	231	10	9	0	234	127	0	9	32	0	0	16	422	0	0	0	248	247	0	0	0	0	0	0	30	203	188	191	12	26	40	39	253	42	36	28	18	20	11	0	14	33	18	26	27	35	36	40	29	6	18	0	25	12	0	0	0	7	30	17	27	18	30	0	0	0	6	11	0	12	0	14	0	0	17	19	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella rosea_95357	0	12	11	15	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	6	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Mazzaella_29228;Mazzaella splendens_29236	6291	24711	25644	21135	5608	5593	78	56	40	29	35	51	51	0	0	6	16	23	0	0	0	760	768	739	44	242	189	272	75	41	470	676	651	872	1016	1332	0	0	29	21	0	0	432	397	497	1711	1451	1616	37	0	0	1	47	40	2	0	0	168	108	164	4869	3230	2954	11920	9879	10462	12679	14018	9650	1182	1251	1074	0	0	0	9745	10735	9422	0	0	0	0	0	17942	18462	17539	10	31	11	689	15	22	30	392	328	0	0	0	17	0	0	43	743	646	690	43	0	17332	50443	89467	57	55	66	29	0	1	2	16	16	0	0	0	55	27	61	454	10	9	15	426	316	0	1	81	2234	2408	2623	0	1691	1567	1707	8	9	8625	9118	10614	555	612	680	53	9738	13989	11763	38	46	0	0	0	36	24	24	2456	2117	1829	0	11	1	461	306	444	168	0	203	124	4809	5247	4366	42	49	127	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Callophyllis_31431;Callophyllis edentata_217480	0	23	30	35	0	0	0	6	4	6	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	8	8	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	32	27	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	12	11	0	10	0	0	0	4	0	0	15	12	0	0	0	0	0	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	5	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Callophyllis_31431;Callophyllis pinnata_38325	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Callophyllis_31431;Callophyllis schneideri_1197126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Callophyllis_31431;Callophyllis variegata_217482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Erythrophyllum_128536;Erythrophyllum delesserioides_128537	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Kallymeniaceae_31430;Salishia_1111040;Salishia firma_217478	0	0	0	0	0	0	0	0	0	4	7	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	16	0	0	0	0	7	11	0	0	0	0	0	7	24	0	0	0	9	10	0	0	0	0	0	0	0	5	0	0	0	0	8	11	58	0	0	0	2	11	3	0	10	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	3	0	0	0	0	0	0	3	0	4	6	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Peyssonneliaceae_173455;Peyssonnelia_173456;Peyssonnelia rosenvingei_339593	165	528	531	555	158	127	137	47	66	226	209	336	116	76	71	114	52	92	18	50	41	127	137	164	61	67	52	107	89	63	69	111	60	115	113	141	0	482	696	505	0	0	108	119	132	154	148	173	93	0	0	0	69	156	0	0	0	67	58	77	172	143	124	347	311	269	147	117	115	108	82	100	64	57	38	58	73	72	75	0	0	78	66	118	121	195	40	70	23	72	31	22	34	36	30	0	0	0	189	197	176	476	123	137	103	504	480	86	254	347	63	54	44	896	0	0	0	447	587	0	0	0	43	28	52	188	342	356	404	158	183	382	498	2366	77	97	117	238	78	86	113	168	254	198	236	251	174	211	234	59	174	163	146	53	50	26	25	30	122	70	153	79	72	66	35	65	37	101	61	79	37	0	43	34	259	206	139	17	0	37	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Besa_207659;Besa leptophylla_38473	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Fredericqia_1405808;Fredericqia chiton_38475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Mastocarpus_29226;	0	8	0	7	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	8	0	6	10	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	8	0	5	7	0	0	0	13	0	0	0	3	7	0	0	0	4	0	0	11	9	5	7	0	0	0	0	14	0	0	3	0	0	4	2	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Mastocarpus_29226;Mastocarpus intermedius_1088772	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	8	0	10	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	0	27	10	33	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Mastocarpus_29226;Mastocarpus papillatus_31436	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Ozophora_38479;Ozophora clevelandii_38480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota_2759;Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Phyllophoraceae_28021;Stenogramma_32601;Stenogramma californicum_1053875	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
